year	latitude	longitude	spd
1853	-4.2	9.95	165
1853	64.5	-108.2	165
1851	28	-94.8	80
1851	28	-95.4	80
1851	28	-96	80
1851	28.1	-96.5	80
1851	28.2	-96.8	80
1851	28.2	-97	70
1851	22.2	-97.6	80
1851	15.9	-58.5	70
1851	16.1	-60.4	70
1851	16.6	-62.5	80
1851	16.9	-64.1	80
1851	17.2	-66	90
1851	17.6	-67.6	90
1851	18	-69.3	90
1851	18.4	-71.1	70
1851	19.9	-75.9	70
1851	20.5	-77.6	70
1851	21.2	-79	70
1851	21.9	-80.4	70
1851	23.9	-83.6	70
1851	24.4	-84.3	70
1851	25	-84.9	80
1851	25.6	-85.5	80
1851	26.2	-86	90
1851	26.8	-86.3	90
1851	27.4	-86.5	100
1851	28	-86.6	100
1851	28.5	-86.6	100
1851	29.6	-86.1	100
1851	30.1	-85.7	100
1851	30.7	-85.1	90
1851	31.6	-84.1	70
1852	21.2	-70.6	70
1852	21.5	-71.9	70
1852	21.7	-73	70
1852	21.9	-74	70
1852	22.1	-74.9	80
1852	22.2	-76.1	80
1852	22.6	-77.1	80
1852	22.9	-78.1	80
1852	23.2	-79.3	90
1852	23.5	-80.1	90
1852	23.8	-81.1	90
1852	24.2	-82.1	90
1852	24.7	-83.1	90
1852	25.2	-83.9	90
1852	25.7	-84.6	90
1852	26.2	-85.3	90
1852	26.7	-86	100
1852	27.2	-86.6	100
1852	27.7	-87.1	100
1852	28.2	-87.5	100
1852	28.6	-87.8	100
1852	28.8	-88	100
1852	29.1	-88.2	100
1852	29.4	-88.4	100
1852	29.8	-88.6	100
1852	30.2	-88.6	100
1852	30.6	-88.5	90
1852	31.2	-88.1	70
1852	17	-64.1	70
1852	17.4	-65.1	70
1852	17.7	-66.1	70
1852	26.4	-90.4	70
1852	26.5	-89.6	70
1852	26.6	-88.8	70
1852	26.6	-88.1	70
1852	26.8	-87.4	70
1852	26.9	-86.6	70
1852	27.1	-86.1	70
1852	27.3	-85.6	70
1852	27.5	-85.1	70
1852	27.7	-84.6	70
1852	27.8	-84	70
1852	27.9	-83.4	70
1852	28	-82.8	70
1852	30.4	-77	70
1852	32	-74.5	70
1852	34	-71.5	70
1852	18.1	-63.1	70
1852	18.4	-63.7	70
1852	18.7	-64.3	70
1852	18.9	-65	70
1852	19.1	-65.8	70
1852	19.2	-66.6	70
1852	19.5	-67.4	80
1852	19.7	-68.1	80
1852	19.9	-68.8	80
1852	20	-69.6	80
1852	20.1	-70.3	80
1852	20.4	-70.9	80
1852	20.7	-71.6	80
1852	21	-72.1	80
1852	21.4	-73	80
1852	21.9	-73.6	80
1852	22.5	-74	80
1852	23.2	-74.4	80
1852	23.9	-74.6	80
1852	24.6	-74.6	80
1852	25.4	-74.5	80
1852	26.5	-74	80
1852	27.4	-73.5	80
1852	28.2	-72.9	80
1852	29	-72.3	80
1852	30.2	-71.5	80
1852	31.6	-70.5	70
1852	32.7	-69.6	70
1852	33.8	-69.1	70
1852	34.9	-68.6	70
1852	17	-73.8	90
1852	17.1	-75	90
1852	17.2	-76.3	90
1852	17.2	-77.8	90
1852	17.7	-79.6	90
1852	18.2	-81.5	90
1852	18.7	-83.1	90
1852	19.5	-84.4	90
1852	20.4	-85.5	90
1852	21.2	-86.4	90
1852	22.4	-86.9	90
1852	24	-86.8	90
1852	25.6	-86.4	90
1852	26.9	-85.9	90
1852	28	-85.5	90
1852	29.2	-84.9	90
1852	29.9	-84.4	90
1852	30.5	-83.9	80
1853	14.2	-38.5	70
1853	14.6	-40.5	70
1853	14.9	-42.3	80
1853	15.2	-43.9	80
1853	15.7	-45.7	90
1853	16.2	-47.3	90
1853	16.7	-49	100
1853	17.4	-51	110
1853	18.2	-52.8	120
1853	19.1	-54.6	130
1853	19.7	-56.2	130
1853	20.7	-58	130
1853	21.2	-59.9	120
1853	22	-61.8	120
1853	22.7	-63.7	120
1853	23.4	-65.3	120
1853	24.2	-67.1	120
1853	25	-68.6	120
1853	25.8	-70.1	120
1853	26.6	-71.1	120
1853	27.3	-72	120
1853	28.2	-72.9	120
1853	29.1	-73.5	120
1853	30.2	-74	120
1853	31.2	-74.3	110
1853	32.5	-74.1	110
1853	33.7	-73.9	100
1853	34.9	-72.9	100
1853	36	-71.6	100
1853	36.8	-69.9	100
1853	37.5	-67.9	100
1853	38.2	-65.4	100
1853	39	-62.3	100
1853	39.9	-59.4	90
1853	40.8	-56.8	80
1853	41.9	-53.4	70
1853	42.9	-49.5	70
1853	43.9	-45.5	70
1853	45	-41.2	70
1853	46.2	-36.2	70
1853	37	-53	100
1853	38	-51	100
1853	39	-49	100
1853	40	-46.8	100
1853	41.3	-44	100
1853	42.5	-41.5	100
1853	43.4	-39.3	100
1853	44.5	-37.2	100
1853	45.5	-34.7	100
1853	46.3	-32.3	100
1853	47	-30	90
1853	48	-27.5	90
1853	36	-59.8	70
1853	36.7	-58.4	70
1853	36.8	-57.4	70
1853	36.3	-56.7	70
1853	35.5	-56.9	70
1853	35.5	-57	70
1853	35.4	-57.2	70
1853	35.3	-57.4	70
1853	35.3	-57.7	70
1853	35.4	-57.9	70
1853	35.5	-58.1	70
1853	35.5	-58.2	70
1853	35.8	-58.3	70
1853	36.3	-58	70
1853	37	-57.5	70
1853	38	-56.8	70
1853	27.5	-78.5	70
1853	28	-78.9	70
1853	28.5	-79.3	80
1853	28.9	-79.6	80
1853	29.3	-79.9	80
1853	29.7	-80.2	80
1853	30	-80.5	90
1853	30.3	-80.7	90
1853	30.6	-80.9	90
1853	30.9	-80.9	90
1853	31.3	-80.6	80
1853	31.7	-80.1	80
1853	32.1	-79.4	80
1853	32.5	-78.5	80
1854	26	-93.5	70
1854	26	-94	70
1854	26	-94.7	70
1854	26.1	-95.7	70
1854	26.2	-97	70
1854	26.4	-76.6	110
1854	27.2	-77.6	110
1854	28	-78.6	110
1854	28.8	-79.6	110
1854	29.6	-80.3	110
1854	30.4	-80.6	110
1854	31.1	-80.9	100
1854	31.6	-81.1	100
1854	31.7	-81.1	100
1854	32	-81.3	80
1854	32.5	-81.5	70
1854	38.8	-69.5	70
1854	39	-67.3	80
1854	39.4	-65	90
1854	39.5	-61.8	90
1854	39.8	-58.3	90
1854	40	-55.1	90
1854	40	-52	80
1854	40.2	-48	80
1854	28.2	-93.6	90
1854	28.4	-94.1	90
1854	28.6	-94.6	90
1854	28.8	-95.1	90
1854	28.9	-95.3	90
1854	29	-95.6	80
1854	29.2	-96.1	70
1855	22.2	-98	90
1855	44	-42	90
1855	46	-39	90
1855	48	-36	90
1855	50	-32.5	90
1855	52	-29	90
1855	54	-24	90
1855	12.5	-83	70
1855	26.7	-89.1	70
1855	27.1	-89.1	80
1855	27.5	-89.3	90
1855	28.1	-89.4	100
1855	28.8	-89.5	110
1855	29.6	-89.5	110
1855	30.2	-89.4	100
1855	31	-89.1	70
1856	25	-83.9	70
1856	25.7	-85.1	80
1856	26.3	-86.5	90
1856	27	-87.8	100
1856	27.7	-89.1	110
1856	28.2	-89.8	120
1856	28.7	-90.5	130
1856	29.2	-91.1	130
1856	29.7	-91.6	110
1856	30	-91.8	80
1856	12.1	-56.1	70
1856	12.1	-57.3	70
1856	12.1	-58.5	70
1856	12.1	-60.1	70
1856	12.1	-61.8	70
1856	12.1	-63.2	70
1856	12.1	-64.5	70
1856	12.1	-65.6	70
1856	21	-69.8	70
1856	21	-70.8	70
1856	21.1	-71.9	70
1856	21.2	-72.8	70
1856	21.6	-73.9	70
1856	21.7	-74.8	70
1856	22	-75.9	80
1856	22.2	-76.6	80
1856	22.4	-77.6	80
1856	22.6	-78.6	80
1856	22.7	-79.5	90
1856	22.7	-80.6	80
1856	22.9	-81.6	80
1856	23	-82.9	90
1856	23.2	-84	90
1856	23.6	-84.6	90
1856	23.9	-85.1	90
1856	24.2	-85.6	90
1856	24.7	-86.4	90
1856	24.9	-86.8	90
1856	25.2	-87.1	100
1856	25.6	-87.3	100
1856	26.2	-87.4	100
1856	27.5	-87.3	100
1856	28.9	-86.6	90
1856	30.2	-85.9	90
1856	31.1	-84.8	70
1856	35.6	-51	70
1856	35.8	-51.4	70
1856	36	-51.7	70
1856	36.1	-52	70
1856	36.2	-52.3	70
1856	36.3	-52.4	70
1857	29.1	-74.2	70
1857	29.5	-74.7	70
1857	29.9	-75.3	70
1857	30.2	-75.8	70
1857	30.5	-76.2	70
1857	30.7	-76.7	80
1857	31	-77.1	80
1857	31.2	-77.4	90
1857	31.5	-77.7	90
1857	31.7	-78	90
1857	32.1	-78.2	90
1857	32.3	-78.2	90
1857	32.5	-78.3	90
1857	32.8	-78.3	90
1857	33.3	-78.3	90
1857	33.9	-78	90
1857	34.5	-77.5	80
1857	34.9	-77.1	70
1857	38.5	-69.8	70
1857	39.4	-67.6	80
1857	40.3	-65.2	80
1857	41.2	-61.7	80
1857	42.1	-58.9	80
1857	43	-56	80
1857	44	-53	80
1857	45	-50	80
1857	46	-46	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	32.5	-73.5	70
1857	16	-68.5	70
1857	16	-70.3	70
1857	16.1	-72.1	70
1857	16.2	-73.9	70
1857	16.6	-75.8	80
1857	17	-78	80
1857	17.7	-80.1	80
1857	18.2	-81.4	80
1857	19	-82.9	90
1857	19.7	-84.1	90
1857	20.2	-85.3	90
1857	21	-86.5	90
1857	21.7	-87.9	70
1858	19	-85.5	70
1858	45	-40	70
1858	31.2	-78.5	80
1858	32.4	-77.3	90
1858	34	-75.8	90
1858	36	-74.6	90
1858	38.5	-73.3	80
1858	40.9	-72.2	80
1858	41.4	-72	70
1858	18.4	-41.4	80
1858	19.2	-42.2	80
1858	20	-43	80
1858	20.7	-43.9	80
1858	21.7	-45	80
1858	22.7	-46	80
1858	23.5	-47	80
1858	24.2	-48.2	80
1858	25.2	-49.4	80
1858	26.1	-50.7	80
1858	27	-52	80
1858	28	-53.5	80
1858	29.2	-55.2	80
1858	30.6	-57.1	80
1858	32	-59	80
1858	33.3	-60.6	80
1858	34.5	-61.9	80
1858	35.8	-63	80
1858	37	-63.6	80
1858	38	-63.8	80
1858	39	-63.6	80
1858	40	-63.2	80
1858	41	-62.4	80
1858	42	-61.3	80
1858	42.9	-59.5	80
1858	43.5	-57.6	80
1858	44	-56.1	70
1858	44.7	-54.1	70
1858	27.9	-74	70
1858	29.3	-74.1	70
1858	30.7	-74.1	70
1858	32.2	-74	70
1858	33.3	-73.8	80
1858	33.9	-73.7	80
1858	34.5	-73.6	80
1858	35.2	-73.4	80
1858	35.9	-73.1	80
1858	36.5	-72.6	80
1858	24.2	-71.1	70
1858	25.2	-70.6	70
1858	26.1	-70	70
1858	27	-69.3	70
1858	28.2	-68.5	80
1858	29.5	-67.4	80
1858	31	-66.3	90
1858	32.5	-65	90
1858	34	-63.7	90
1858	35.5	-62.7	90
1858	37	-61.7	80
1858	38.5	-60.7	80
1858	40	-59.7	70
1858	41.2	-58.5	70
1859	21.5	-97.5	90
1859	38.5	-67	90
1859	39.5	-66	90
1859	40.2	-65	90
1859	40.7	-64	90
1859	41	-62.9	90
1859	41.4	-61.6	90
1859	41.7	-60.2	90
1859	41.8	-59	90
1859	41.9	-58	90
1859	42	-57.3	90
1859	42	-56.8	90
1859	42	-56.5	90
1859	17.3	-59.7	70
1859	17.4	-60.7	70
1859	17.5	-61.8	70
1859	17.5	-63	70
1859	17.4	-64.1	70
1859	17.3	-65.4	70
1859	35.5	-57.5	90
1859	37	-54.5	90
1859	39	-52	90
1859	41.5	-50	80
1859	43	-48.5	80
1859	45.5	-46.5	70
1859	49	-43.5	70
1859	28	-89	70
1859	28.5	-89	70
1859	29	-88.9	70
1859	29.6	-88.6	70
1859	30.3	-88.1	70
1859	40	-71	70
1859	41.2	-66.5	70
1859	42	-61	70
1859	42.5	-55	70
1859	17.5	-75.4	80
1859	18.2	-75.1	80
1859	19.1	-75	80
1859	20.1	-74.8	80
1859	21.2	-74.4	80
1859	22.2	-74.1	80
1859	23.2	-73.8	90
1859	24.5	-73.4	90
1859	26	-72.9	100
1859	27.5	-72.4	100
1859	28.8	-72	110
1859	30.4	-71.5	110
1859	32.4	-70.8	110
1859	34.5	-70.1	110
1859	36.5	-69.5	110
1859	38	-68.6	110
1859	39.5	-67.4	110
1859	40.9	-66.1	110
1859	42.5	-64	110
1859	44.5	-61	110
1859	21.8	-92.6	70
1859	22	-92.5	80
1859	22.3	-92.1	80
1859	22.5	-91.7	80
1859	23.1	-91	80
1859	23.9	-90	80
1859	24.8	-88.7	80
1859	25.7	-87.1	80
1859	26.7	-85	80
1859	27.7	-82.8	80
1859	29.2	-79.2	70
1860	27.5	-86.8	70
1860	27.4	-87.5	70
1860	27.4	-88	80
1860	27.4	-88.5	80
1860	27.5	-89	90
1860	27.5	-89.5	90
1860	27.6	-89.9	100
1860	27.9	-90.1	100
1860	28.4	-90.3	110
1860	29	-90.1	110
1860	29.2	-90	110
1860	29.7	-89.8	100
1860	30.5	-88.9	100
1860	31	-88	70
1860	30.2	-75.9	70
1860	31.5	-75.3	70
1860	33	-74.5	80
1860	34.4	-73.5	80
1860	35.8	-72.1	90
1860	37.2	-71	90
1860	38.5	-69.9	80
1860	39.8	-68.9	80
1860	41	-68	70
1860	42	-67.1	70
1860	25.1	-83.8	90
1860	25.2	-84.1	90
1860	25.2	-84.5	90
1860	25.2	-84.8	90
1860	25.2	-85.2	90
1860	25.3	-85.6	90
1860	25.4	-86	90
1860	25.5	-86.6	90
1860	25.6	-87.1	90
1860	25.7	-87.6	90
1860	25.9	-88.1	90
1860	26.2	-88.6	90
1860	26.7	-89.3	90
1860	27.2	-89.6	90
1860	27.7	-89.8	90
1860	28.3	-89.8	90
1860	28.9	-89.7	90
1860	29.3	-89.6	90
1860	29.5	-89.6	90
1860	30.1	-89.4	90
1860	30.8	-89.1	70
1860	40	-50.5	70
1860	23.7	-91.6	70
1860	24.4	-91.9	70
1860	25.1	-92	80
1860	26	-92.1	80
1860	26.8	-92	80
1860	27.6	-91.9	90
1860	28.5	-91.6	90
1860	29.5	-91.4	90
1860	29.7	-91.4	90
1860	23.5	-70.6	70
1860	23.7	-71.1	70
1860	24	-71.6	70
1860	24.2	-72	70
1860	24.5	-72.3	70
1860	24.7	-72.6	70
1860	25.2	-73	80
1860	25.7	-73.1	80
1860	26.3	-73.4	80
1860	27.1	-73.6	80
1860	28.1	-73.8	80
1860	29.3	-73.5	80
1860	30.8	-72.9	90
1860	32.5	-71.9	90
1860	34.5	-70.3	80
1860	37	-68	80
1860	39.5	-65.5	70
1860	41.5	-62.5	70
1861	25	-68.4	70
1861	26	-68.9	70
1861	26.9	-69.3	80
1861	27.8	-69.6	80
1861	28.7	-70	90
1861	29.5	-70.1	90
1861	30.1	-70.1	90
1861	30.7	-70.1	90
1861	31.4	-70	80
1861	32.5	-69.6	80
1861	33.9	-69.3	80
1861	35	-68.8	80
1861	36	-68	70
1861	37	-67	70
1861	22.5	-76	70
1861	22.9	-77.4	70
1861	23.2	-78.7	80
1861	23.5	-79.9	80
1861	23.7	-80.8	80
1861	23.9	-81.5	80
1861	24.2	-82	80
1861	24.6	-82.5	80
1861	25	-83	70
1861	25.4	-83.5	70
1861	34.4	-62	80
1861	35	-61.8	80
1861	35.5	-61.6	80
1861	36.2	-61.2	80
1861	36.8	-60.6	80
1861	37.4	-59.9	80
1861	38	-59	80
1861	38.5	-58	80
1861	39	-57	80
1861	39.7	-55.8	80
1861	40.3	-54.3	80
1861	40.8	-52.5	80
1861	41.3	-50.9	80
1861	41.7	-49.3	80
1861	42	-47.8	80
1861	42.3	-46.3	80
1861	42.5	-44.7	90
1861	43	-43.3	90
1861	43.5	-41.8	90
1861	44.3	-39.9	90
1861	45.4	-38	90
1861	46.5	-36.3	90
1861	47.7	-34.8	90
1861	49	-32.7	90
1861	28.5	-50	70
1861	28.5	-77.5	70
1861	31.7	-78	70
1861	34.5	-77.4	70
1861	31.2	-78.6	70
1861	33.2	-77.3	70
1861	34.7	-77.6	70
1861	35.2	-76.3	70
1862	28.8	-71.5	90
1862	30.1	-71.5	90
1862	31.4	-71.4	90
1862	32.7	-71.3	90
1862	34	-70.6	90
1862	34.9	-70	90
1862	35.8	-68.8	90
1862	37	-67.1	90
1862	38.5	-64.6	90
1862	39.7	-62.5	90
1862	41	-60	80
1862	42.5	-57	80
1862	44.5	-53	80
1862	23.1	-60.4	70
1862	23.4	-61.5	70
1862	23.7	-62.8	70
1862	24.2	-64	70
1862	24.6	-65.3	80
1862	25	-66.5	80
1862	25.6	-67.6	80
1862	26	-68.3	80
1862	26.6	-69	90
1862	27.2	-69.8	90
1862	27.8	-70.5	90
1862	28.5	-71.1	90
1862	29.2	-71.5	90
1862	30	-71.9	90
1862	30.7	-72.3	90
1862	31.4	-72.6	90
1862	32	-72.8	90
1862	32.5	-72.9	90
1862	33	-73	90
1862	33.8	-73.1	90
1862	34.8	-73	90
1862	36	-72.6	90
1862	37	-72.1	90
1862	38	-71.5	90
1862	39	-70.1	90
1862	40	-68.5	90
1862	40.8	-66.5	90
1862	41.5	-64	90
1862	42	-61	80
1862	42.5	-57	80
1862	33	-69.6	70
1862	33.5	-69.6	70
1862	34.2	-69.6	70
1862	34.9	-69.5	70
1862	35.5	-69.4	70
1862	36.3	-69.1	70
1862	37.2	-68.8	70
1862	38.4	-68.5	70
1862	39.8	-68.1	70
1862	41.2	-67.6	70
1863	37.7	-50.8	90
1863	38.5	-50.5	90
1863	39.2	-50	80
1863	39.8	-49.3	80
1863	40.3	-48.5	70
1863	40.9	-47.7	70
1863	41.5	-46.8	70
1863	42	-45.8	70
1863	39.4	-58.5	90
1863	40	-57.3	90
1863	40.8	-56	90
1863	41.2	-54.5	90
1863	41.5	-52.8	80
1863	41.8	-51.2	80
1863	42	-49.5	70
1863	42.2	-47.5	70
1863	26.5	-66.6	70
1863	26.8	-67	70
1863	27.2	-67.5	70
1863	27.7	-68.8	70
1863	28.6	-70.3	80
1863	29.6	-71.6	80
1863	30.5	-72.6	90
1863	31.8	-73.1	90
1863	33.2	-73.1	90
1863	34.5	-73.1	90
1863	35.7	-72.6	90
1863	37	-71.8	90
1863	38.3	-70.8	90
1863	39.5	-69.5	90
1863	41	-67.8	80
1863	42.8	-65.8	80
1863	44.5	-63.6	70
1863	29.5	-75.5	90
1863	30.9	-75.3	90
1863	32.3	-75	90
1863	33.7	-74.6	90
1863	35.3	-73.9	90
1863	36.5	-73.1	90
1863	37.9	-72	80
1863	39.5	-70.5	80
1863	20.2	-62	70
1863	21.4	-62.6	70
1863	22.6	-63.2	70
1863	23.9	-63.7	70
1863	25.1	-64	70
1863	26.4	-64.1	70
1863	27.8	-64.1	70
1863	29.3	-63.9	70
1863	30.6	-63.8	70
1863	31.6	-63.5	70
1863	32.7	-63.1	70
1863	33.7	-62.6	70
1863	34.5	-62	70
1863	35.5	-61.5	70
1863	36	-61.1	70
1863	36.8	-60.5	70
1863	37.5	-59.8	70
1863	38.5	-58.6	70
1863	39.4	-57.1	70
1863	40.2	-55.7	70
1863	41.2	-54.1	70
1863	42.5	-52.1	70
1864	30.8	-76	70
1864	31.8	-75.1	70
1864	33	-74	70
1864	34.5	-72.4	70
1864	36	-69.8	70
1864	37.3	-67	70
1864	38.5	-64.5	70
1864	39.7	-61.5	70
1864	14.8	-54.5	70
1864	14.9	-55.6	70
1864	14.9	-56.8	70
1864	14.9	-58.1	70
1864	15	-59.5	70
1864	15	-60.9	70
1864	15	-62.5	70
1864	15	-63.9	70
1864	15.1	-65.3	70
1864	15.1	-66.6	70
1864	15.2	-68.1	70
1864	15.4	-69.6	70
1864	15.6	-71.3	70
1864	15.8	-73	70
1864	16	-74.4	70
1864	16.1	-75.6	70
1864	16.2	-77.1	70
1864	16.5	-78.6	70
1864	16.7	-80.5	70
1864	16.9	-82.1	70
1864	17	-83.6	70
1864	17.2	-85.1	70
1864	17.4	-86.6	70
1864	17.6	-88.1	70
1864	35.5	-72.5	70
1864	37	-70.9	70
1864	38.4	-68.8	70
1864	39.5	-66.6	70
1864	40.5	-64.3	70
1864	41.5	-61.5	70
1865	16	-55.5	90
1865	16	-56.7	90
1865	16	-58	90
1865	16	-59.3	90
1865	16.1	-60.8	90
1865	16.2	-62.4	90
1865	16.5	-63.8	90
1865	16.7	-65.5	90
1865	16.7	-67.5	90
1865	17	-69.5	90
1865	17.1	-71	90
1865	17.4	-72.4	90
1865	17.7	-73.6	90
1865	18	-75	90
1865	18.5	-76.3	90
1865	18.9	-77.4	90
1865	19.2	-78.8	90
1865	19.9	-80.1	90
1865	20.2	-81.5	90
1865	20.7	-82.6	90
1865	21	-83.9	90
1865	21.2	-85.1	90
1865	21.9	-86.5	90
1865	22.6	-87.6	90
1865	23.1	-88.4	90
1865	23.7	-89.4	90
1865	24.6	-90.4	90
1865	25.4	-91.1	90
1865	26.3	-91.8	90
1865	27.1	-92.4	90
1865	28.1	-92.9	90
1865	29.2	-93.3	90
1865	29.8	-93.4	90
1865	30.4	-93.5	70
1865	25.5	-69.5	70
1865	15.9	-82.4	70
1865	16.9	-82.6	70
1865	17.9	-82.8	80
1865	18.9	-83	80
1865	20	-83	90
1865	21.2	-82.9	90
1865	22.6	-82.6	80
1865	23.8	-82.1	90
1865	24.6	-81.7	90
1865	25	-81.4	90
1865	25.4	-81.1	90
1865	26.5	-80.2	80
1865	28.2	-78.8	80
1865	29.9	-77.2	80
1865	31.4	-75.3	80
1865	32.5	-73.1	80
1865	33.5	-70.6	70
1865	34.7	-68.3	70
1865	36	-66	70
1865	37.3	-63.5	70
1866	28	-87.3	90
1866	28	-87.8	90
1866	28	-88.3	90
1866	28	-88.8	90
1866	28.1	-89.3	90
1866	28.1	-89.9	90
1866	28.1	-90.5	90
1866	28.1	-91.1	90
1866	28.2	-91.7	90
1866	28.2	-92.3	90
1866	28.2	-92.9	90
1866	28.2	-93.5	90
1866	28.3	-94.1	90
1866	28.3	-94.7	90
1866	28.4	-95.3	90
1866	28.5	-95.9	90
1866	28.5	-96.5	90
1866	14.7	-62.6	90
1866	14.7	-64.1	90
1866	14.8	-65.6	90
1866	15	-67.1	90
1866	15.2	-68.6	90
1866	15.5	-70.1	90
1866	15.7	-71.6	90
1866	15.9	-73.6	90
1866	16.2	-75.8	80
1866	16.6	-77.8	80
1866	17	-79.6	80
1866	17.4	-81.3	80
1866	17.7	-83.1	80
1866	18	-84.8	80
1866	18.5	-86.9	80
1866	19.7	-92.6	70
1866	20	-94.5	80
1866	20.2	-96.5	80
1866	33	-68.1	70
1866	34	-68	70
1866	35	-67.8	70
1866	36	-67.4	70
1866	37.2	-66.9	70
1866	38.5	-66.1	70
1866	39.8	-65.1	70
1866	41	-64.1	70
1866	42.4	-62.2	70
1866	43.4	-60.4	70
1866	44.5	-58.6	70
1866	45.5	-56.5	70
1866	15	-29.5	70
1866	40	-62.5	90
1866	41	-61.7	90
1866	42	-60.9	90
1866	43	-60.1	90
1866	44	-59.3	80
1866	45	-58.6	80
1866	46	-57.8	70
1866	47	-57	70
1866	13.2	-35	80
1866	13.3	-36	80
1866	13.4	-37	80
1866	13.6	-38	80
1866	13.9	-39.4	80
1866	14.2	-40.7	80
1866	14.5	-42	80
1866	14.8	-43.2	80
1866	15.1	-44.3	80
1866	15.5	-45.7	80
1866	15.8	-47	80
1866	16	-48	80
1866	16.2	-49.5	80
1866	16.6	-50.9	80
1866	17	-52.5	80
1866	17.2	-53.9	80
1866	17.5	-55.1	90
1866	17.9	-56.7	90
1866	18.2	-58.2	90
1866	18.5	-59.5	90
1866	18.7	-60.7	100
1866	19.1	-62.3	100
1866	19.4	-63.7	100
1866	19.7	-64.9	100
1866	20.2	-66.3	100
1866	20.6	-67.6	100
1866	20.9	-69	100
1866	21.2	-70.4	100
1866	21.6	-71.9	110
1866	22	-73.6	110
1866	22.5	-75	120
1866	23.4	-76.1	120
1866	24.5	-77.1	120
1866	25.9	-77.6	120
1866	27.3	-77.9	110
1866	28	-77.8	110
1866	28.5	-77.6	100
1866	29.3	-77.1	100
1866	30.5	-76.3	90
1866	32	-75	90
1866	33.5	-73.1	90
1866	34.7	-71	90
1866	36	-68.5	80
1866	37.5	-65.3	80
1866	39	-62.1	80
1866	40.7	-58.4	80
1866	42	-54.5	70
1866	43	-50	70
1867	31.8	-79.9	70
1867	32.5	-79.8	70
1867	32.9	-79.7	70
1867	18.5	-56.6	70
1867	18.7	-57.8	70
1867	18.9	-59	70
1867	19.2	-60.2	70
1867	19.5	-61.7	70
1867	19.9	-63.1	70
1867	20.5	-64.5	70
1867	21	-65.8	70
1867	21.9	-67.1	70
1867	22.7	-68.3	70
1867	23.5	-69.5	80
1867	24.6	-70.9	80
1867	25.5	-72.1	80
1867	26.7	-73.4	80
1867	27.7	-74.3	80
1867	28.4	-75	80
1867	29.4	-75.8	80
1867	30.7	-76.3	80
1867	32	-76.5	90
1867	33.3	-76	90
1867	34.7	-75.1	80
1867	36	-74.3	80
1867	37.5	-73.5	80
1867	39.5	-71.6	80
1867	41.4	-68.1	80
1867	43.2	-62.7	80
1867	44	-58	70
1867	44.5	-54.7	70
1867	14	-77	90
1867	30.8	-71.6	70
1867	31.6	-71.6	70
1867	32.4	-71.6	70
1867	33.2	-71.5	70
1867	34	-71.3	70
1867	35	-71.1	70
1867	35.9	-71	70
1867	36.8	-70.6	70
1867	30.1	-73.6	70
1867	30.8	-73.6	70
1867	31.5	-73.8	70
1867	32.2	-73.9	70
1867	33.2	-73.9	80
1867	34	-73.9	80
1867	35	-73.6	90
1867	36	-73	90
1867	37	-72.1	80
1867	38	-71	70
1867	23.5	-96.5	90
1867	24.2	-96.8	90
1867	25	-97	90
1867	25.9	-97.1	90
1867	26.7	-96.8	90
1867	27.3	-96.3	90
1867	27.9	-95.6	90
1867	28.6	-94.6	90
1867	29	-93.6	90
1867	29.1	-92.5	90
1867	29.1	-91.5	90
1867	29.2	-91	90
1867	29.2	-90.6	90
1867	29.2	-89.6	90
1867	29.2	-88.8	90
1867	29.3	-87.8	80
1867	29.3	-86.8	80
1867	29.4	-85.8	80
1867	29.4	-84.8	80
1867	29.5	-84	70
1867	29.6	-83.4	70
1867	19	-57.7	70
1867	19	-59.2	80
1867	19	-60.7	90
1867	18.9	-62	100
1867	18.6	-63.3	110
1867	18.4	-64.8	100
1867	18.3	-66.5	80
1867	18.2	-68.1	70
1867	18.2	-69.6	80
1868	27.4	-69	70
1868	28.2	-69	70
1868	29	-69	70
1868	29.8	-68.9	70
1868	30.7	-68.8	70
1868	31.8	-68.6	70
1868	32.8	-68.5	70
1868	33.8	-68.3	70
1868	34.9	-67.9	80
1868	36	-67.5	80
1868	37	-66.9	80
1868	38	-66.1	80
1868	39.2	-65	90
1868	40.7	-63.3	90
1868	42.3	-61	90
1868	43.5	-58	90
1868	44.5	-54.5	80
1868	45.5	-51	80
1868	44	-57.5	70
1868	44.5	-55.5	70
1868	17	-80.6	90
1868	17.1	-81	90
1868	17.2	-81.3	90
1868	17.5	-81.6	90
1868	17.7	-82.1	90
1868	18.1	-82.6	90
1868	18.2	-83.1	90
1868	18.6	-83.8	90
1868	18.7	-84.1	90
1868	19.2	-84.8	90
1868	19.5	-85.4	90
1868	19.7	-86.1	90
1868	26.1	-73.3	70
1868	26.9	-73.1	70
1868	27.7	-73	70
1868	28.5	-72.9	70
